Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall
0;0;0.5303030303030303;1.0;0.3333333333333333;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333
0;0;0.8064516129032258;1.0;0.2;1.0;0.2;0.0;0.0;1.0;0.2
0;0;0.9918032786885246;1.0;0.25;1.0;0.25;0.2;1.0;1.0;0.25
0;0;0.6785714285714286;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;1.0;0.3333333333333333
0;0;0.5952380952380952;1.0;0.25;1.0;0.25;1.0;0.25;0.6666666666666666;0.5
1;0;0.72;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.25
0;0;0.9918032786885246;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.25
0;0;0.94;1.0;0.2;1.0;0.2;0.25;1.0;1.0;0.2
0;0;0.7457627118644068;1.0;0.3333333333333333;0.6666666666666666;0.3333333333333333;1.0;0.1666666666666666;1.0;0.5
1;0;0.8796296296296297;1.0;0.3333333333333333;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.6666666666666666
0;0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333;0.15;1.0;1.0;0.3333333333333333
1;0;0.8796296296296297;1.0;0.3333333333333333;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333
0;0;0.8796296296296297;1.0;0.3333333333333333;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.6666666666666666
0;0;0.9918032786885246;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.25
1;0;0.7837837837837838;1.0;0.25;1.0;0.5;1.0;0.25;1.0;0.25
0;0;0.94;1.0;0.2;1.0;0.2;0.0;0.0;1.0;0.2
0;0;0.8796296296296297;1.0;0.3333333333333333;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333
0;0;0.5966386554621849;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.5
1;0;0.6091954022988506;1.0;0.5;1.0;0.5;1.0;0.25;1.0;0.25
0;0;0.9245283018867924;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.5
0;0;0.9245283018867924;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.5
0;0;0.9918032786885246;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.25
0;0;0.5128205128205128;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.25
0;0;0.5966386554621849;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.5
0;0;0.8032786885245902;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.1666666666666666
0;0;0.8032786885245902;1.0;0.16666666666666666;0.3333333333333333;0.1666666666666666;0.0;0.0;1.0;0.3333333333333333
1;0;0.94;1.0;0.2;1.0;0.2;0.3333333333333333;0.2;1.0;0.2
0;0;0.8032786885245902;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.1666666666666666
0;0;0.8796296296296297;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333
0;0;0.5952380952380952;1.0;0.5;1.0;0.5;1.0;0.25;1.0;0.75
0;0;0.8032786885245902;1.0;0.16666666666666666;0.3333333333333333;0.1666666666666666;0.0;0.0;0.6666666666666666;0.3333333333333333
0;0;0.5128205128205128;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.25
0;0;0.8888888888888888;1.0;0.5;1.0;0.25;1.0;0.25;1.0;0.25
0;0;0.7837837837837838;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.25
0;0;0.9245283018867924;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
1;0;0.5128205128205128;1.0;0.25;1.0;0.5;0.0;0.0;1.0;0.25
1;0;0.9245283018867924;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
1;0;0.72;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25
0;0;0.5303030303030303;1.0;0.3333333333333333;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333
0;0;0.5128205128205128;1.0;0.25;1.0;0.5;1.0;0.25;1.0;0.25
0;0;0.5357142857142857;1.0;0.16666666666666666;1.0;0.1666666666666666;1.0;0.1666666666666666;1.0;0.1666666666666666
0;0;0.5128205128205128;1.0;0.25;1.0;0.5;0.0;0.0;1.0;0.25
0;0;0.7837837837837838;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.25
1;0;0.5966386554621849;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.5
1;0;0.9918032786885246;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.25
0;0;0.6091954022988506;1.0;0.5;1.0;0.5;0.2;1.0;1.0;0.25
0;0;0.5303030303030303;1.0;0.6666666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333;0.75;1.0
0;0;0.9245283018867924;1.0;1.0;1.0;0.5;0.0;0.0;1.0;0.5
1;0;0.9245283018867924;1.0;1.0;1.0;0.5;0.0;0.0;1.0;0.5
1;0;0.65625;1.0;0.2;1.0;0.2;0.0;0.0;0.5;0.4
1;1;0.6792452830188679;1.0;0.16666666666666666;1.0;0.1666666666666666;1.0;0.1666666666666666;1.0;0.5
1;1;0.9285714285714286;1.0;0.14285714285714285;1.0;0.2857142857142857;1.0;0.1428571428571428;1.0;0.2857142857142857
1;1;0.9245283018867924;1.0;0.16666666666666666;1.0;0.1666666666666666;1.0;0.1666666666666666;1.0;0.5
1;1;0.9245283018867924;1.0;0.5;1.0;0.3333333333333333;1.0;0.1666666666666666;1.0;0.3333333333333333
1;1;0.6854838709677419;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
1;1;0.6666666666666666;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.1666666666666666;0.3333333333333333
1;1;0.9285714285714286;1.0;0.14285714285714285;1.0;0.1428571428571428;1.0;0.1428571428571428;0.8;0.5714285714285714
0;1;0.8048780487804879;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;0.6666666666666666;0.3333333333333333
1;1;0.6854838709677419;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
1;1;0.9285714285714286;1.0;0.14285714285714285;1.0;0.1428571428571428;1.0;0.1428571428571428;1.0;0.4285714285714285
1;1;0.8518518518518519;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.3333333333333333
1;1;0.8048780487804879;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;0.6666666666666666;0.3333333333333333
1;1;0.5982142857142857;1.0;0.3333333333333333;1.0;0.1666666666666666;0.0;0.0;1.0;0.5
0;1;0.5555555555555556;1.0;0.4;1.0;0.2;0.0;0.0;0.6666666666666666;0.4
0;1;0.5625;1.0;0.25;0.3333333333333333;0.25;0.0;0.0;0.0;0.0
1;1;0.951219512195122;1.0;0.2857142857142857;1.0;0.1428571428571428;0.0;0.0;1.0;0.2857142857142857
1;1;0.59375;1.0;0.5;1.0;0.25;1.0;0.25;0.3333333333333333;0.25
1;1;0.8482142857142857;1.0;0.2;1.0;0.2;0.0;0.0;1.0;0.6
1;1;0.8482142857142857;1.0;0.2;1.0;0.4;0.0;0.0;0.3333333333333333;0.2
0;1;0.8482142857142857;1.0;0.2;1.0;0.2;0.0;0.0;1.0;0.4
1;1;0.5982142857142857;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;1.0;0.3333333333333333
1;1;0.5982142857142857;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.3333333333333333
1;1;0.9245283018867924;1.0;0.3333333333333333;1.0;0.1666666666666666;0.0;0.0;1.0;0.5
1;1;0.6792452830188679;1.0;0.16666666666666666;1.0;0.1666666666666666;1.0;0.1666666666666666;1.0;0.5
1;1;0.951219512195122;1.0;0.2857142857142857;1.0;0.1428571428571428;0.0;0.0;1.0;0.4285714285714285
0;1;0.6854838709677419;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
1;1;0.5982142857142857;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.3333333333333333
1;1;0.9245283018867924;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;1.0;0.5
1;1;0.9285714285714286;1.0;0.14285714285714285;1.0;0.1428571428571428;1.0;0.1428571428571428;1.0;0.4285714285714285
0;1;0.9333333333333332;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.5
1;1;0.8482142857142857;1.0;0.2;0.75;0.6;0.0;0.0;0.6666666666666666;0.4
1;1;0.6854838709677419;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
1;1;0.6854838709677419;1.0;0.5;1.0;0.5;0.0;0.0;1.0;1.0
0;1;0.9285714285714286;1.0;0.2857142857142857;1.0;0.1428571428571428;1.0;0.1428571428571428;1.0;0.4285714285714285
1;1;1.0;1.0;0.14285714285714285;1.0;0.1428571428571428;0.0;0.0;0.6666666666666666;0.2857142857142857
1;1;0.9759036144578314;1.0;0.14285714285714285;1.0;0.1428571428571428;0.0;0.0;1.0;0.2857142857142857
1;1;0.8518518518518519;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;1.0;0.3333333333333333
1;1;0.8518518518518519;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.1666666666666666;1.0;0.3333333333333333
1;1;0.8051948051948052;1.0;0.16666666666666666;1.0;0.1666666666666666;0.0;0.0;1.0;0.3333333333333333
1;1;1.0;1.0;0.14285714285714285;1.0;0.1428571428571428;0.0;0.0;1.0;0.2857142857142857
1;1;0.951219512195122;1.0;0.2857142857142857;1.0;0.2857142857142857;0.0;0.0;1.0;0.2857142857142857
1;1;0.5982142857142857;1.0;0.3333333333333333;1.0;0.1666666666666666;0.0;0.0;1.0;0.3333333333333333
1;1;0.9285714285714286;1.0;0.14285714285714285;0.6666666666666666;0.2857142857142857;1.0;0.1428571428571428;0.75;0.4285714285714285
1;1;0.5982142857142857;1.0;0.3333333333333333;1.0;0.1666666666666666;0.0;0.0;1.0;0.5
0;1;0.9759036144578314;1.0;0.2857142857142857;1.0;0.2857142857142857;0.0;0.0;1.0;0.4285714285714285
1;1;0.9285714285714286;1.0;0.14285714285714285;1.0;0.1428571428571428;1.0;0.1428571428571428;1.0;0.2857142857142857
1;1;0.9245283018867924;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;1.0;0.3333333333333333
1;1;0.9759036144578314;1.0;0.2857142857142857;1.0;0.2857142857142857;0.0;0.0;1.0;0.2857142857142857
0;1;0.5652173913043478;1.0;0.3333333333333333;1.0;0.1666666666666666;1.0;0.1666666666666666;0.6666666666666666;0.3333333333333333
1;1;0.9759036144578314;1.0;0.14285714285714285;1.0;0.1428571428571428;0.0;0.0;1.0;0.2857142857142857
